country_name,year,region_name_harmonized,HD_size_dejure_mean,HL_IMR,HL_U5MR,ED_educ_years_mean,WL_wealth_mean,gdp_pc
Peru,1997,Puno,4.0075,79.935,106.955,6.6475,29.87,2743.78961181641
Peru,1997,San Martin,4.7575,38.435,57.06,6.71,37.545,3531.90942382812
Peru,1997,Tacna,4.23,18.425,28.395,9.2075,61.1225,8477.60827636719
Peru,1997,Tumbes,4.8625,46.33,57.47,8.5,54.3075,4497.16772460938
Peru,1997,Ucayali,5.43,49.4275,66.71,7.4025,38.03,6606.34362792969
Tanzania,1997,Kilimanjaro,4.87333333333333,37.46,43.78,6.37,18.9433333333333,1064.51424153646
Tanzania,1997,Tanga,5.15666666666667,92.2466666666667,130.656666666667,4.85333333333333,11.06,1104.99601236979
Tanzania,1997,Morogoro,4.53666666666667,114.74,201.03,4.39666666666667,11.89,1101.18196614583
Tanzania,1997,Pwani,4.74666666666667,96.46,143.173333333333,4.22333333333333,12.0533333333333,822.433756510417
Tanzania,1997,Dar es Salaam,4.32,59.7633333333333,95.6,6.26333333333333,31.7566666666667,3312.75113932292
Tanzania,1997,Mtwara,4.09,124.353333333333,172.87,4.00666666666667,9.41666666666667,1324.88321940104
Tanzania,1997,Ruvuma,5.07333333333333,88.7833333333333,142.056666666667,5.60666666666667,11.79,1318.03816731771
Tanzania,1997,Iringa + Nijombe,4.27,78.24,136.12,4.34666666666667,11.3266666666667,1317.24943033854
Tanzania,1997,Mbeya,4.15666666666667,83.2533333333333,133.43,4.98,11.6533333333333,1061.32409667969
Tanzania,1997,Singida,5.68333333333333,80.16,123.993333333333,4.60333333333333,10.05,1193.77587890625
Tanzania,1997,Tabora,5.08,108.466666666667,152.903333333333,4.24333333333333,11.7166666666667,1071.2255859375
Tanzania,1997,Katavi + Rukwa,5.25,128.036666666667,213.006666666667,3.77666666666667,9.87333333333333,1601.01220703125
Tanzania,1997,Kigoma,5.67,84.38,130.616666666667,4.21333333333333,11.57,740.946655273438
Tanzania,1997,Geita + Kagera + Mwanza + Shinyanga + Simiyu,5.64666666666667,95.9333333333333,143.536666666667,3.80333333333333,12.2066666666667,1111.65543619792
Tanzania,1997,Mara,6.02333333333333,109.61,161.103333333333,5.05666666666667,8.51,1096.9433186849
Zambia,1997,Central,5.245,100.806666666667,178.43,6.31666666666667,19.9333333333333,2093.79854329427
Zambia,1997,Copperbelt,6.08833333333333,88.435,185.266666666667,7.12,45.3133333333333,2085.98620605469
Zambia,1997,Eastern + Northern + Muchinga,5.03833333333333,107.751666666667,194.605,4.16,12.055,2089.4149983724
Zambia,1997,Lusaka,5.40666666666667,114.675,192.518333333333,7.27166666666667,41.4483333333333,2100.27722167969
Zambia,1997,Northwestern,4.41,91.1416666666667,153.608333333333,4.78166666666667,13.8766666666667,2095.55322265625
Zambia,1997,Southern,6.14333333333333,81.0483333333333,172.598333333333,5.69833333333333,18.05,2107.7705078125
Zambia,1997,Western,5.02333333333333,130.3,203.25,4.83333333333333,11.485,2108.15942382812
Zimbabwe,1997,Manicaland,4.45,73.89,118.608,6.636,22.778,2494.21708984375
Zimbabwe,1997,Mashonaland Central,4.552,77.62,102.012,5.82,23.624,2535.85180664062
Zimbabwe,1997,Mashonaland East,4.412,62.44,102.17,7.146,25.052,2542.54028320312
Zimbabwe,1997,Mashonaland West,4.446,68.526,110.264,6.3,28.314,2552.69868164063
Zimbabwe,1997,Matabeleland North,5.358,45.598,71.528,6.524,24.282,2586.30126953125
Zimbabwe,1997,Matabeleland South,5.038,63.352,87.976,7.248,23.606,2657.56723632813
Zimbabwe,1997,Midlands,4.646,59.514,93.5,7.442,29.98,2554.7953125
Zimbabwe,1997,Masvingo,4.886,46.29,67.934,6.78,23.826,2539.0794921875
Zimbabwe,1997,Harare/Chitungwiza,3.46,42.198,70.206,9.378,63.5,2554.79541015625
Zimbabwe,1997,Bulawayo,3.894,53.314,69.306,9.014,66.654,2554.79541015625
Niger,1998,Dosso,6.3,99.75,212.86,0.94,7.16,863.22607421875
Niger,1998,Tillaberi,6.64,106.24,214.99,0.71,6.63,838.808349609375
Niger,1998,Niamey,6.11,64.23,142.36,4.08,37.6,836.10107421875
Ghana,1998,Western,3.92,63.13,109.95,5.73,25.61,2213.86962890625
Ghana,1998,Central,3.63,82.44,146.32,5.91,28.33,2199.2548828125
Ghana,1998,Greater Accra,3.59,39.31,58.47,8.48,50.98,2199.2548828125
Ghana,1998,Volta,4.19,29.54,71.26,6.12,20.26,2181.8193359375
Ghana,1998,Eastern,3.24,51.04,95.08,6.88,28.36,2199.2548828125
Ghana,1998,Ashanti,3.04,37.0,71.15,6.59,30.3,2199.2548828125
Ghana,1998,Brong Ahafo,3.17,70.13,127.45,5.08,23.44,2204.68041992188
Ghana,1998,Northern,4.11,75.61,176.82,1.3,20.95,2196.72216796875
Ghana,1998,Upper East,4.61,79.38,148.34,2.22,20.79,2183.59912109375
Ghana,1998,Upper West,4.99,75.88,160.89,1.97,20.46,2165.15771484375
Kenya,1998,Nairobi,3.12,38.71,64.8,9.44,45.88,8558.634765625
Kenya,1998,Central,3.55,25.82,35.39,7.78,17.74,1958.94299316406
Kenya,1998,Coast,4.37,77.12,107.61,5.3,21.32,3110.59326171875
Kenya,1998,Eastern,4.77,64.12,81.46,6.67,14.47,1192.99816894531
Kenya,1998,Rift Valley,4.6,50.88,70.92,6.53,15.01,1185.96472167969
Kenya,1998,Western,4.53,60.98,125.19,6.89,12.79,1061.43237304688
Bolivia,1998,Chuquisaca,4.24,68.61,105.29,6.9,39.96,3641.0732421875
Bolivia,1998,La Paz,4.13,86.32,110.74,7.9,54.81,3765.06787109375
Bolivia,1998,Cochabamba,4.26,65.66,98.71,7.9,52.1,4642.04443359375
Bolivia,1998,Oruro,4.17,53.46,93.0,8.83,55.93,6039.09326171875
Bolivia,1998,Potosi,4.11,81.02,119.07,6.45,35.55,2664.61083984375
Bolivia,1998,Tarija,4.36,35.21,44.32,7.21,55.5,5303.40478515625
Bolivia,1998,Santa Cruz,4.63,53.77,64.42,7.71,59.71,5988.4541015625
Bolivia,1998,Beni + Pando,5.45,51.64,67.28,7.14,37.98,4375.26513671875
Nicaragua,1998,Nueva Segovia,5.61,36.07,40.34,5.05,30.99,2463.81494140625
Nicaragua,1998,Jinotega,6.49,65.0,96.08,3.12,15.68,2323.46069335938
Nicaragua,1998,Madriz,5.97,28.54,38.6,4.74,20.17,2486.15307617188
Nicaragua,1998,Esteli,5.41,20.49,24.95,6.46,31.25,2755.23266601562
Nicaragua,1998,Chinandega,5.76,48.87,59.71,5.69,30.22,2765.26635742188
Nicaragua,1998,Leon,5.35,23.22,29.13,6.38,35.99,2825.48217773438
Nicaragua,1998,Matagalpa,5.6,42.47,56.69,4.7,27.93,2261.13745117188
Nicaragua,1998,Boaco,6.11,43.88,50.15,4.61,22.42,2574.41040039062
Nicaragua,1998,Managua,5.3,36.12,40.88,7.64,53.08,4363.72607421875
Nicaragua,1998,Masaya,5.36,35.5,49.08,6.59,42.49,4473.037109375
Nicaragua,1998,Chontales,5.43,48.14,55.54,5.24,30.61,2410.78637695312
Nicaragua,1998,Granada,5.45,34.19,43.31,6.33,41.8,4393.990234375
Nicaragua,1998,Carazo,5.2,21.6,21.6,7.18,38.97,4460.8076171875
Nicaragua,1998,Rivas,5.16,27.95,34.56,5.86,32.35,2372.33154296875
Nicaragua,1998,Rio San Juan,5.96,29.79,39.42,4.08,20.68,2598.37036132812
Nicaragua,1998,RAAN,6.34,57.9,79.41,4.25,19.33,1977.17028808594
Nicaragua,1998,RAAS,5.55,41.53,53.51,4.62,23.83,1967.11499023438
Togo,1998,Lome,4.76,84.1,122.86,4.6,51.92,1349.740234375
Togo,1998,Maritime,4.47,81.94,149.67,2.07,35.85,1358.70166015625
Togo,1998,Plateaux,5.25,73.83,127.93,2.5,36.08,1362.98522949219
Togo,1998,Centrale,6.67,74.28,142.68,2.12,40.74,1362.49450683594
Togo,1998,Kara,6.18,73.93,162.09,2.28,39.42,1379.30456542969
Togo,1998,Savanes,7.82,93.55,181.53,0.66,40.22,1365.24084472656
South Africa,1998,Free State,3.81,46.0,58.55,8.7,56.68,8514.9013671875
South Africa,1998,Eastern Cape + KwaZulu Natal,4.41,56.8,78.36,8.18,42.26,8349.51171875
South Africa,1998,Gauteng + Limpopo + Mpumalanga + North West + Northern Cape,4.21,42.22,52.61,8.82,58.58,10091.240234375
Benin,1998,Atacora + Donga,6.954,96.47,169.364,0.928,18.172,1426.70344238281
Benin,1998,Atlantique + Littoral,4.936,78.28,147.74,3.422,35.222,1933.85947265625
Benin,1998,Borgou + Alibori,6.646,95.09,164.052,1.212,20.782,1420.06062011719
Benin,1998,Mono + Couffo,5.372,85.18,158.042,0.846,17.516,1516.19038085937
Benin,1998,Oueme + Plateau,5.16,80.484,148.704,1.882,22.902,1768.99650878906
Benin,1998,Zou + Collines,5.486,107.874,190.152,1.302,20.44,1316.883203125
Bangladesh,1998,Barisal,5.28,81.3866666666667,117.64,3.10666666666667,30.56,1409.38631184896
Bangladesh,1998,Khulna,5.08333333333333,65.7,75.53,2.52666666666667,33.18,1558.00651041667
Bangladesh,1998,Rajashahi + Rangpur,4.86,76.6066666666667,103.956666666667,1.93,29.7566666666667,1327.25044759115
Cote d'Ivoire,1998,Center,6.67222222222222,82.25,130.758888888889,2.40777777777778,32.0144444444444,2804.66710069444
Cote d'Ivoire,1998,Center North,5.62777777777778,70.77,118.113333333333,2.36555555555556,31.7711111111111,2804.66710069444
Cote d'Ivoire,1998,North East,6.90222222222222,78.2355555555555,131.081111111111,1.84444444444444,26.4266666666667,2787.34467230903
Cote d'Ivoire,1998,Center East,7.51111111111111,91.02,150.431111111111,2.16333333333333,32.3122222222222,2794.45912000868
Cote d'Ivoire,1998,South + Abidjan,5.59222222222222,70.71,118.694444444444,3.62444444444444,42.5488888888889,2802.5397406684
Cote d'Ivoire,1998,South West,5.08,83.8511111111111,128.738888888889,1.65444444444444,20.7022222222222,2793.23971896701
Cote d'Ivoire,1998,Center West,6.59888888888889,84.7733333333333,147.285555555556,2.11222222222222,24.1466666666667,2804.66710069444
Cote d'Ivoire,1998,North West,6.70333333333333,88.7377777777778,177.951111111111,1.15777777777778,28.37,2785.60096571181
Colombia,1998,Atlantica,4.928,28.016,33.116,7.532,48.682,5963.5392578125
Colombia,1998,Oriental,4.206,22.818,28.664,7.118,53.148,8803.0443359375
Colombia,1998,Central,4.142,20.288,24.93,7.548,57.372,7251.04326171875
Colombia,1998,Pacifica,4.33,27.43,32.866,7.258,52.886,4838.97421875
Colombia,1998,Bogota,3.818,21.648,25.218,9.342,65.334,11432.0986328125
Egypt,1998,Urban Governorates,4.374,31.214,38.112,5.154,83.46,10577.286328125
Egypt,1998,Lower Egypt,5.334,40.88,52.106,3.446,70.212,6387.06591796875
Egypt,1998,Upper Egypt,5.814,69.006,87.826,2.772,61.782,6576.96650390625
Egypt,1998,Frontier Governorates,6.056,39.602,46.124,3.906,74.746,7110.67958984375
Guatemala,1998,Norte,5.7,35.6225,52.7875,2.3,17.5,2377.4762878418
Guatemala,1998,Nororiente,5.13,47.73,64.1475,3.745,28.255,5360.70300292969
Guatemala,1998,Suroriente,5.05,31.24,48.4025,3.6775,29.61,2625.86730957031
Guatemala,1998,Central,5.0375,62.6425,71.2075,4.585,38.4125,4777.44778442383
Guatemala,1998,Suroccidente,5.5675,41.0625,55.1325,3.58,29.4925,2858.03875732422
Guatemala,1998,Noroccidente,5.885,45.38,67.115,2.14,18.7575,1861.74601745605
Indonesia,1998,West Java + Banten,4.19333333333333,55.9033333333333,67.925,4.36166666666667,46.1916666666667,5147.84586588542
Indonesia,1998,Central Java,4.17166666666667,34.0533333333333,39.8566666666667,4.23,42.3566666666667,4452.52205403646
Indonesia,1998,DI Yogyakarta,3.61166666666667,17.8316666666667,23.51,4.94833333333333,48.0583333333333,4339.49609375
Indonesia,1998,East Java,3.86166666666667,30.0433333333333,36.4166666666667,4.35,44.2183333333333,5848.18660481771
Indonesia,1998,Bali,4.16,26.885,29.1016666666667,4.35,54.1016666666667,6406.20857747396
Indonesia,1998,Aceh,4.788,47.72,61.824,4.323,39.813,12668.5311035156
Indonesia,1998,North Sumatra,5.01666666666667,47.2583333333333,69.745,4.865,46.53,6662.24161783854
Indonesia,1998,West Sumatra,4.44833333333333,62.64,78.0633333333333,4.97,44.025,5239.15600585938
Indonesia,1998,South Sumatra + Bangka Belitung,4.695,35.605,47.8383333333333,4.30333333333333,44.6,6728.57739257812
Indonesia,1998,Lampung,4.445,40.8283333333333,53.9283333333333,4.49833333333333,36.6766666666667,3581.9580078125
Indonesia,1998,West Nusa Tenggara,4.255,69.23,91.4316666666667,3.26833333333333,38.315,2842.87052408854
Indonesia,1998,West Kalimantan,4.68833333333333,51.335,67.475,3.44333333333333,42.6266666666667,5216.9189453125
Indonesia,1998,South Kalimantan,4.135,57.9083333333333,67.8816666666667,4.725,48.8183333333333,6003.53987630208
Indonesia,1998,North Sulawesi + Gorontalo,3.97833333333333,44.935,59.3166666666667,5.87,40.8816666666667,4338.89978027344
Indonesia,1998,Bengkulu,4.45666666666667,60.5216666666667,89.9483333333333,4.405,40.8083333333333,3567.43282063802
Indonesia,1998,South + West Sulawesi,4.73666666666667,44.7766666666667,60.8783333333333,3.58333333333333,43.5583333333333,4274.98592122396
Indonesia,1998,Jambi,4.425,47.8933333333333,55.545,4.21333333333333,38.3683333333333,4648.30541992188
Indonesia,1998,East Nusa Tenggara,5.06333333333333,50.6233333333333,75.7,3.65333333333333,26.8183333333333,2282.80456542969
Indonesia,1998,Central Kalimantan,4.53333333333333,46.3383333333333,56.4966666666667,4.74,41.7366666666667,5987.99300130208
Indonesia,1998,Central Sulawesi,4.73333333333333,81.3966666666667,104.893333333333,4.98666666666667,38.1133333333333,3717.90771484375
Indonesia,1998,Southeast Sulawesi,4.76333333333333,48.645,62.6666666666667,4.445,38.445,3545.09004720052
Indonesia,1998,Maluku + North Maluku,5.28,39.051,55.585,4.986,38.8,4025.69411621094
Indonesia,1998,Papua + West Papua,4.731,50.185,85.294,4.122,38.185,7553.75419921875
India,1998,Andhra Pradesh,4.805,66.5366666666667,86.39,2.37666666666667,34.6933333333333,2455.32387288411
India,1998,Assam,5.855,72.6783333333333,98.1883333333333,2.49333333333333,26.71,1920.24908447266
India,1998,Bihar + Jharkhand,6.115,75.6383333333333,108.838333333333,1.56833333333333,25.2333333333333,1139.74491373698
India,1998,Goa,4.67833333333333,35.9083333333333,45.4933333333333,4.18,52.35,5737.0225016276
India,1998,Gujarat,5.11166666666667,63.6216666666667,88.23,3.425,45.8616666666667,3128.25964355469
India,1998,Haryana,5.65666666666667,59.53,80.4233333333333,3.05,45.62,3425.23254394531
India,1998,Himachal Pradesh,4.935,37.9733333333333,46.8916666666667,3.62833333333333,42.1416666666667,3171.73952229818
India,1998,Karnataka,5.34833333333333,53.6916666666667,72.6566666666667,3.05666666666667,39.1383333333333,2616.73083496094
India,1998,Kerala,5.1,17.5633333333333,21.0266666666667,5.90666666666667,35.09,2951.6479288737
India,1998,Madhya Pradesh + Chhattisgarh,5.64,85.9433333333333,136.468333333333,2.06833333333333,33.9883333333333,1919.71610514323
India,1998,Maharashtra,5.185,44.855,60.1333333333333,3.68166666666667,43.8633333333333,3639.64664713542
India,1998,Manipur,5.57666666666667,37.8916666666667,57.0516666666667,3.33166666666667,33.9983333333333,2046.77616373698
India,1998,Meghalaya,5.505,84.8416666666667,116.143333333333,2.38666666666667,27.5466666666667,2219.81945800781
India,1998,Mizoram,5.43666666666667,33.26,50.4466666666667,3.82666666666667,36.52,1888.80971272786
India,1998,Nagaland,4.92,37.9483333333333,56.6233333333333,2.93166666666667,32.235,2162.39811197917
India,1998,Orissa,5.11833333333333,86.1583333333333,108.871666666667,2.08666666666667,26.265,1662.17966715495
India,1998,Punjab,5.42,56.5483333333333,71.4366666666667,3.85166666666667,52.62,3968.7969156901
India,1998,Rajasthan,6.18166666666667,79.0633333333333,112.865,1.58333333333333,35.8533333333333,2101.71213785807
India,1998,Tamil Nadu,4.27166666666667,51.5083333333333,67.2516666666667,3.60833333333333,38.785,3006.41735839844
India,1998,West Bengal,5.02,53.1483333333333,72.9533333333333,2.875,34.3083333333333,2321.40818277995
India,1998,Uttar Pradesh + Uttaranchal,6.24333333333333,88.93,125.69,2.02166666666667,30.5016666666667,1647.94114176432
India,1998,New Delhi,5.30833333333333,49.9333333333333,60.0016666666667,5.45333333333333,70.6183333333333,5051.18676757812
India,1998,Arunachal Pradesh,5.19333333333333,59.24,93.7466666666667,2.30333333333333,34.735,2217.95768229167
India,1998,Tripura,4.92,49.4966666666667,60.18,3.39166666666667,32.71,2037.20269775391
Jordan,1998,Amman + Madaba + Balqa + Zarqa,5.727,28.739,33.607,5.11,80.133,8347.0482421875
Jordan,1998,Marfraq + Irbid + Aljoun + Jerash,6.225,22.033,27.72,4.673,73.124,4609.5283203125
Jordan,1998,Karak + Tafiela + Maaan + Aqaba,6.158,41.27,49.133,4.209,73.496,6249.66596679688
Morocco,1998,Sud (Souss-Massa-Draa + Guelmim-Es-smara + Laayoune-Boujdou-sakia Al Hamra),5.58363636363636,48.6163636363636,69.8190909090909,2.09090909090909,54.7290909090909,4845.98564009233
Morocco,1998,Tensift and Centre (Marrakech-Tensift-Al Haouz + Doukkala-Abda + Tadla-Azilal + Chaouia-Ouardigha + Grand-Casablanca),5.62818181818182,41.7354545454545,52.1645454545455,3.61636363636364,55.4272727272727,4419.57108931108
Morocco,1998,Centre-Nord (Fes-Boulemane + Taza-Al Hoceima-Taounate),5.96,53.4063636363636,68.5654545454545,2.74363636363636,49.2163636363636,2988.25368430398
Morocco,1998,Oriental,5.81454545454545,50.7109090909091,55.4509090909091,3.02454545454545,63.6790909090909,4673.95177112926
Morocco,1998,Meknes-Tafilalet,5.50727272727273,51.5054545454545,65.3672727272727,3.45727272727273,56.4236363636364,3398.0088112571
Madagascar,1998,Mahajanga (Sofia + Boeny + Melaky + Betsiboka ),4.92571428571429,110.338571428571,170.082857142857,3.05571428571429,12.2614285714286,1391.05137416295
Madagascar,1998,Toliara (Anosy + Androy + Atsimo Andrefana + Menabe),4.68,95.99,145.838571428571,2.45285714285714,12.3457142857143,1391.05135672433
Mali,1998,Kayes,6.1,124.338,250.12,0.69,15.912,1042.93489990234
Mali,1998,Koulikoro,5.79,118.748,213.802,0.812,15.088,1032.03513183594
Mali,1998,Sikasso,5.988,118.968,221.962,0.618,19.218,1044.46125488281
Mali,1998,Gao + Kidal,5.612,108.722,232.106,1.74,18.642,1048.35191650391
Mali,1998,Bamako,6.002,80.012,136.386,3.566,38.358,1029.73928222656
Mozambique,1998,Niassa,4.14333333333333,115.54,189.726666666667,1.49333333333333,21.335,294.982838948568
Mozambique,1998,Cabo Delgado,3.86,111.718333333333,163.52,1.35166666666667,22.8766666666667,292.580505371094
Mozambique,1998,Zambezia,4.04833333333333,115.753333333333,165.303333333333,1.78833333333333,21.7,275.429677327474
Mozambique,1998,Tete,4.57166666666667,132.685,223.975,1.55666666666667,21.4383333333333,328.813537597656
Mozambique,1998,Manica,5.71833333333333,78.4566666666667,147.153333333333,1.885,23.4766666666667,393.737706502279
Mozambique,1998,Gaza,5.36166666666667,118.825,214.781666666667,2.505,23.71,395.606923421224
Mozambique,1998,Maputo Provincia,5.305,107.621666666667,152.895,4.04333333333333,31.1333333333333,1696.34745279948
Mozambique,1998,Maputo Cidade,5.735,42.1283333333333,91.005,5.07,39.115,1657.20147705078
Malawi,1998,Northern,4.69,105.8775,166.375,5.4925,16.475,863.270217895508
Malawi,1998,Central,4.55,105.0325,205.885,3.4375,14.54,843.976058959961
Malawi,1998,Southern,4.2275,118.9275,202.535,3.4075,16.83,824.208084106445
Nepal,1998,Eastern,5.328,64.892,92.26,1.22,24.832,1333.11030273437
Nepal,1998,Central,5.328,67.486,101.484,1.046,28.81,1991.96520996094
Nepal,1998,Western,5.206,69.154,96.63,1.306,23.54,1259.44111328125
Nepal,1998,Midwestern,5.864,80.192,128.594,0.736,19.976,1058.74593505859
Nepal,1998,Farwestern,5.886,99.962,144.062,0.516,20.55,1073.62495117187
Pakistan,1998,Punjab + Islamabad,6.688,86.6986666666667,108.499333333333,1.61066666666667,46.216,3411.26541341146
Pakistan,1998,Sindh,7.04866666666667,86.098,111.534,1.56533333333333,47.05,4413.1080078125
Pakistan,1998,Khyber Pakhtunkhwa (NWFP),7.56133333333333,61.3506666666667,75.4166666666667,0.720666666666667,40.45,3095.17091471354
Peru,1998,Amazonas,4.715,41.665,60.58,6.06,28.445,2996.1650390625
Peru,1998,Ancash,4.65,28.02,36.575,7.125,40.955,4272.38757324219
Peru,1998,Apurimac,4.37,44.43,64.62,5.615,23.265,1811.80108642578
Peru,1998,Arequipa,4.38,41.05,57.95,9.4,57.47,8390.99560546875
Peru,1998,Ayacucho,4.365,49.565,68.925,6.38,24.485,2430.16772460938
Peru,1998,Cajamarca,5.055,51.605,69.265,5.285,24.405,3417.07336425781
Peru,1998,Cusco,4.455,69.015,90.255,6.42,33.595,3788.32482910156
Peru,1998,Huanuco,4.95,45.945,69.415,5.905,26.145,3680.56701660156
Peru,1998,Ica,4.43,26.62,34.115,9.695,57.075,6100.88305664062
Peru,1998,Junin,4.75,42.01,58.545,8.435,45.27,5986.59716796875
Peru,1998,La Libertad,4.66,32.965,47.48,7.8,43.99,5283.5654296875
Peru,1998,Lambayeque,5.07,36.055,46.455,8.16,50.925,5736.80810546875
Peru,1998,Lima + Callao,4.61,19.89,23.44,9.78,65.85,9397.08935546875
Peru,1998,Loreto,5.825,42.27,70.665,7.47,36.29,6122.66186523438
Peru,1998,Madre de Dios,4.425,36.275,50.47,7.735,43.96,6676.7412109375
Peru,1998,Pasco,4.525,57.065,72.605,7.595,35.57,8029.31103515625
Peru,1998,Piura,5.17,33.115,56.485,7.86,44.58,4741.080078125
Peru,1998,Puno,4.005,68.91,94.07,6.735,29.6,2900.70446777344
Peru,1998,San Martin,4.735,36.98,54.29,6.97,37.44,3448.63208007812
Peru,1998,Tacna,4.15,16.71,26.34,9.415,61.325,8887.07934570312
Peru,1998,Tumbes,4.725,40.29,50.88,8.84,54.175,4481.1279296875
Peru,1998,Ucayali,5.29,48.615,67.1,7.775,37.07,6052.81811523438
Tanzania,1998,Kilimanjaro,5.01666666666667,32.04,35.2,6.4,20.4466666666667,1029.45292154948
Tanzania,1998,Tanga,5.07333333333333,70.7833333333333,103.083333333333,4.85666666666667,12.33,1084.78328450521
Tanzania,1998,Morogoro,4.49333333333333,117.21,201.23,4.55333333333333,12.26,1094.35795084635
Tanzania,1998,Pwani,4.90333333333333,131.15,154.506666666667,4.08666666666667,10.2566666666667,946.87636311849
Tanzania,1998,Dar es Salaam,4.18,57.4766666666667,92.28,6.51666666666667,33.3733333333333,3247.04305013021
Tanzania,1998,Mtwara,4.19,125.866666666667,159.84,4.07333333333333,10.3233333333333,1388.12141927083
Tanzania,1998,Ruvuma,5.02666666666667,105.656666666667,161.123333333333,5.77333333333333,11.74,1383.95133463542
Tanzania,1998,Iringa + Nijombe,4.21,63.82,113.22,4.56333333333333,12.0033333333333,1339.22432454427
Tanzania,1998,Mbeya,4.28333333333333,72.0266666666667,131.06,5.14,13.2466666666667,1089.09777832031
Tanzania,1998,Singida,5.34666666666667,102.61,152.016666666667,4.73666666666667,9.38,1211.6591796875
Tanzania,1998,Tabora,5.35,116.993333333333,171.386666666667,3.89666666666667,11.6033333333333,1124.13446044922
Tanzania,1998,Kigoma,5.48,88.08,126.943333333333,4.20666666666667,11.68,787.538818359375
Tanzania,1998,Geita + Kagera + Mwanza + Shinyanga + Simiyu,5.94333333333333,102.726666666667,151.573333333333,3.74666666666667,12.5633333333333,1155.47701009115
Tanzania,1998,Mara,6.98666666666667,104.24,161.196666666667,5.20333333333333,10.37,1162.5547281901
Vietnam,1998,Northern Uplands,4.986,43.75,53.222,4.882,28.856,1450.78662109375
Vietnam,1998,Red River Delta,4.052,15.912,18.026,6.53,41.582,2569.57314453125
Vietnam,1998,North Central,4.57,28.66,32.244,5.162,28.382,1425.18586425781
Vietnam,1998,Central Coast,4.764,19.122,28.75,4.262,41.134,1599.45119628906
Vietnam,1998,Central Highlands,5.06,37.416,44.872,4.62,32.486,1459.40556640625
Vietnam,1998,Southeast,4.782,20.626,23.218,4.396,55.216,4441.19306640625
Vietnam,1998,Mekong River Delta,4.944,18.78,37.524,3.28,28.852,2120.8146484375
Zambia,1998,Central,5.35,98.7833333333333,182.62,6.28333333333333,19.6566666666667,2112.83610026042
Zambia,1998,Copperbelt,6.01666666666667,85.9,178.463333333333,7.22,44.8666666666667,2104.73779296875
Zambia,1998,Eastern + Northern + Muchinga,5.03666666666667,105.023333333333,188.83,4.3,12.12,2108.53971354167
Zambia,1998,Lusaka,5.35333333333333,108.46,184.436666666667,7.27333333333333,40.0766666666667,2118.69384765625
Zambia,1998,Northwestern,4.57,87.6433333333333,147.696666666667,4.80333333333333,13.2033333333333,2114.46533203125
Zambia,1998,Southern,6.05666666666667,79.7966666666667,165.296666666667,5.66666666666667,17.48,2126.677734375
Zambia,1998,Western,5.00666666666667,129.27,198.71,4.77666666666667,10.54,2127.4853515625
Zimbabwe,1998,Manicaland,4.36,76.04,126.844,6.808,22.384,2530.75478515625
Zimbabwe,1998,Mashonaland Central,4.496,85.02,108.696,6.03,24.222,2572.00146484375
Zimbabwe,1998,Mashonaland East,4.266,66.08,110.8,7.328,24.736,2578.75366210938
Zimbabwe,1998,Mashonaland West,4.298,61.418,107.502,6.49,28.382,2588.90366210938
Zimbabwe,1998,Matabeleland North,5.184,45.014,70.714,6.802,24.826,2624.10083007812
Zimbabwe,1998,Matabeleland South,4.934,63.766,88.258,7.474,23.088,2697.01176757812
Zimbabwe,1998,Midlands,4.598,63.082,97.33,7.626,29.82,2591.09296875
Zimbabwe,1998,Masvingo,4.818,44.27,67.172,7.1,23.588,2575.31489257813
Zimbabwe,1998,Harare/Chitungwiza,3.37,49.834,80.988,9.524,63.65,2591.09301757812
Zimbabwe,1998,Bulawayo,3.892,62.142,82.328,9.212,66.632,2591.09301757812
India,1999,Andhra Pradesh,4.76,65.84,85.49,2.47,35.07,2556.63208007812
India,1999,Assam,5.89,69.55,89.46,2.55,26.68,1987.77697753906
India,1999,Bihar + Jharkhand,6.09,72.92,105.08,1.6,25.09,1169.99548339844
India,1999,Goa,4.6,36.71,46.82,3.99,53.2,6075.63232421875
India,1999,Gujarat,5.06,62.6,85.08,3.47,46.41,3249.27563476562
India,1999,Haryana,5.56,56.77,76.76,3.17,46.49,3558.36962890625
India,1999,Himachal Pradesh,4.86,34.4,42.44,3.7,43.48,3424.88500976562
India,1999,Karnataka,5.28,51.46,69.8,3.16,39.76,2739.103515625
India,1999,Kerala,5.1,16.32,18.84,5.85,33.9,3171.40014648438
India,1999,Madhya Pradesh + Chhattisgarh,5.6,86.06,137.64,2.17,34.08,1991.92492675781
India,1999,Maharashtra,5.13,43.72,58.05,3.77,44.12,3741.1357421875
India,1999,Manipur,5.49,37.0,56.13,3.17,34.67,2126.8154296875
India,1999,Meghalaya,5.41,88.98,121.99,2.3,26.92,2328.05004882812
India,1999,Mizoram,5.4,36.99,54.67,3.55,37.15,1951.24267578125
India,1999,Nagaland,4.79,42.1,63.81,2.77,30.74,2184.34130859375
India,1999,Orissa,5.08,80.96,104.44,2.14,26.46,1735.90490722656
India,1999,Punjab,5.38,57.11,72.13,3.92,53.66,4068.70654296875
India,1999,Rajasthan,6.2,80.35,114.92,1.68,36.52,2221.51635742188
India,1999,Tamil Nadu,4.21,48.17,63.32,3.61,39.32,3169.84936523438
India,1999,West Bengal,4.94,48.7,67.65,2.93,34.44,2451.55639648438
