parl25,constituency-name,parl25-deprivation-score,label,desc,low-deprivation,medium-deprivation,high-deprivation,parl25-imd-pop-quintile,parl25-imd-pop-decile
UKPARL.2025.BRW,Barrow and Furness,26.90910472,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.295062688,0.415683227,0.289254085,2,3
UKPARL.2025.WHW,Walthamstow,26.89867453,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.024537286,0.744266953,0.231195761,2,3
UKPARL.2025.ISS,Islington South and Finsbury,26.86185057,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.092301483,0.719109708,0.188588809,2,3
UKPARL.2025.NAS,Newton Aycliffe and Spennymoor,26.71050247,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.21125652,0.47053638,0.318207101,2,4
UKPARL.2025.DAR,Dagenham and Rainham,26.70482969,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.176574129,0.54294088,0.280484991,2,4
UKPARL.2025.LWN,Lewisham North,26.70466886,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.054588918,0.780351125,0.165059958,2,4
UKPARL.2025.SAW,Scarborough and Whitby,26.64715228,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.29838303,0.429768313,0.271848657,2,4
UKPARL.2025.BUS,Bury South,26.58944768,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.244070273,0.505827783,0.250101944,2,4
UKPARL.2025.CLN,Clwyd North,26.58938917,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.324937411,0.419363667,0.255698923,2,4
UKPARL.2025.GSO,Glasgow South,26.55826852,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.368075062,0.359082397,0.272842541,2,4
UKPARL.2025.IPS,Ipswich,26.45675611,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.268757731,0.423732108,0.307510161,2,4
UKPARL.2025.WAW,Whitehaven and Workington,26.32040595,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.266202358,0.468664369,0.265133272,2,4
UKPARL.2025.WKF,Wakefield and Rothwell,26.30045072,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.347997957,0.357092548,0.294909494,2,4
UKPARL.2025.IRW,Inverclyde and Renfrewshire West,26.16730413,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.449717013,0.202603699,0.347679288,2,4
UKPARL.2025.CRR,Camborne and Redruth,26.1313935,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.147310176,0.645587925,0.207101899,2,4
UKPARL.2025.MWC,"Motherwell, Wishaw and Carluke",26.04416563,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.31853721,0.38825486,0.293207929,2,4
UKPARL.2025.RAD,Rossendale and Darwen,26.03317841,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.356927711,0.385741078,0.257331212,2,4
UKPARL.2025.GWE,Glasgow West,26.02080749,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.381142625,0.26845739,0.350399985,2,4
UKPARL.2025.WSL,Worsley and Eccles,25.79585334,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.351265125,0.397348437,0.251386438,2,4
UKPARL.2025.SCU,Scunthorpe,25.76869652,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.323057209,0.351619882,0.325322909,2,4
UKPARL.2025.SBR,Stourbridge,25.72604949,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.310691644,0.346089717,0.343218639,2,4
UKPARL.2025.KAI,Keighley and Ilkley,25.71443797,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.439161318,0.248636739,0.312201944,2,4
UKPARL.2025.FAH,Folkestone and Hythe,25.66529011,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.190218522,0.590041623,0.219739854,2,4
UKPARL.2025.LCH,Leeds Central and Headingley,25.62369398,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.22297079,0.538053928,0.238975282,2,4
UKPARL.2025.NEC,North East Cambridgeshire,25.61847238,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.166745214,0.645262641,0.187992145,2,4
UKPARL.2025.ELP,Ellesmere Port and Bromborough,25.61520816,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.415973378,0.246227048,0.337799574,2,4
UKPARL.2025.NDH,North Durham,25.40667068,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.258189287,0.474749265,0.267061448,2,4
UKPARL.2025.PDL,Pendle and Clitheroe,25.25691519,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.369687494,0.350045825,0.280266681,2,4
UKPARL.2025.EAT,Erith and Thamesmead,25.23624315,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.079106358,0.803167251,0.11772639,2,4
UKPARL.2025.CFW,Cardiff West,25.18653269,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.453481225,0.216735933,0.329782842,2,4
UKPARL.2025.LAH,Louth and Horncastle,25.15431816,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.221140655,0.599620723,0.179238622,2,4
UKPARL.2025.ACC,"Ayr, Carrick and Cumnock",25.10423057,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.277263,0.503604596,0.219132404,2,4
UKPARL.2025.CBH,Clapham and Brixton Hill,25.08813808,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.0683829,0.785557621,0.14605948,2,4
UKPARL.2025.LSW,Leeds South West and Morley,25.05528765,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.251130164,0.495265004,0.253604832,2,4
UKPARL.2025.NWN,North West Norfolk,25.02792886,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.17285114,0.637643394,0.189505467,2,4
UKPARL.2025.PON,Portsmouth North,25.00160655,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.220549061,0.506780325,0.272670614,2,4
UKPARL.2025.MWI,Manchester Withington,24.91757073,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.230775337,0.597408267,0.171816396,2,4
UKPARL.2025.HAL,Halesowen,24.89282336,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.292841112,0.473857887,0.233301,2,4
UKPARL.2025.NAA,North Ayrshire and Arran,24.87416352,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.373100684,0.323306432,0.303592884,2,4
UKPARL.2025.NSW,Neath and Swansea East,24.7326936,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.292733571,0.46209333,0.245173099,2,4
UKPARL.2025.WSM,Weston-super-Mare,24.72944584,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.385443583,0.366084246,0.248472171,2,4
UKPARL.2025.NRS,Norwich South,24.69308042,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.367767462,0.32786286,0.304369677,2,4
UKPARL.2025.STS,Stoke-on-Trent South,24.5784416,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.392625956,0.327479474,0.27989457,2,4
UKPARL.2025.BOL,Bolsover,24.54305318,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.213463294,0.595737998,0.190798708,2,4
UKPARL.2025.TOR,Torfaen,24.5337796,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.251998169,0.491076085,0.256925746,2,4
UKPARL.2025.PAL,Poplar and Limehouse,24.51829294,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.231348148,0.549491358,0.219160494,2,4
UKPARL.2025.PRS,Paisley and Renfrewshire South,24.50688863,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.382056127,0.326180042,0.291763831,2,4
UKPARL.2025.HAY,Hayes and Harlington,24.4718974,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.081869623,0.833012945,0.085117433,2,4
UKPARL.2025.LLE,Llanelli,24.45943144,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.136585366,0.703222052,0.160192582,2,4
UKPARL.2025.CHD,Chesterfield,24.45295926,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.301838686,0.435751767,0.262409547,2,4
UKPARL.2025.KAL,Kilmarnock and Loudoun,24.44047395,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.377765115,0.359388673,0.262846212,2,4
UKPARL.2025.ELS,Ealing Southall,24.42352302,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.189214722,0.612572328,0.19821295,2,4
UKPARL.2025.IWE,Isle of Wight East,24.33599382,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.229571824,0.63468076,0.135747416,2,4
UKPARL.2025.SNQ,St Austell and Newquay,24.28325202,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.20008518,0.660162035,0.139752785,2,4
UKPARL.2025.CTM,Chatham and Aylesford,24.2752482,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.367099156,0.362323256,0.270577588,2,4
UKPARL.2025.BOS,Bermondsey and Old Southwark,24.25741222,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.173369964,0.740110058,0.086519978,2,4
UKPARL.2025.BNE,Bristol North East,24.2232742,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.198856447,0.664081439,0.137062113,2,4
UKPARL.2025.LNC,Lincoln,24.19109568,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.362769602,0.393994477,0.243235921,2,4
UKPARL.2025.STV,St Ives,24.16079731,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.134898731,0.759474965,0.105626304,2,4
UKPARL.2025.MKF,Makerfield,24.15220767,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.357363769,0.378740752,0.263895479,2,4
UKPARL.2025.WAN,Warrington North,24.12910469,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.403337983,0.296698409,0.299963608,2,4
UKPARL.2025.DWN,Dulwich and West Norwood,24.09402533,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.187797693,0.593982641,0.218219666,2,4
UKPARL.2025.NUN,Nuneaton,24.01771037,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.329063915,0.444264655,0.22667143,2,4
UKPARL.2025.HCV,Hamilton and Clyde Valley,23.98970226,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.372424271,0.383069034,0.244506695,2,4
UKPARL.2025.GAW,Greenwich and Woolwich,23.91246932,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.222303671,0.647555218,0.130141111,2,4
UKPARL.2025.HAV,Havant,23.86880288,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.358268655,0.308674342,0.333057003,2,4
UKPARL.2025.BAB,Basildon and Billericay,23.82405165,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.289305356,0.49294924,0.217745404,2,4
UKPARL.2025.HSP,Holborn and St Pancras,23.81610479,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.181660041,0.636281708,0.18205825,2,4
UKPARL.2025.BUN,Bury North,23.75412469,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.398417656,0.340194547,0.261387797,3,5
UKPARL.2025.GLO,Gloucester,23.7411729,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.395019291,0.310943529,0.29403718,3,5
UKPARL.2025.RHV,Rother Valley,23.73921872,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.479012177,0.305206463,0.21578136,3,5
UKPARL.2025.PRN,Paisley and Renfrewshire North,23.73092123,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.370090503,0.369059208,0.260850289,3,5
UKPARL.2025.FEL,Feltham and Heston,23.71575444,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.045180915,0.861311951,0.093507135,3,5
UKPARL.2025.CAE,Caerphilly,23.63830031,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.278354978,0.525712272,0.195932749,3,5
UKPARL.2025.RGN,Rutherglen,23.5330787,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.442865402,0.287738477,0.269396121,3,5
UKPARL.2025.NCR,North Cornwall,23.48819728,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.07478986,0.845074732,0.080135408,3,5
UKPARL.2025.BWT,Bridgwater,23.47222552,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.291268173,0.512342206,0.196389621,3,5
UKPARL.2025.ELN,Ealing North,23.41430087,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.19749899,0.659212578,0.143288433,3,5
UKPARL.2025.BSL,Bassetlaw,23.40962833,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.359642025,0.422615263,0.217742712,3,5
UKPARL.2025.PPD,Pontypridd,23.34550983,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.370293745,0.433228141,0.196478115,3,5
UKPARL.2025.DAD,Dover and Deal,23.14741697,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.308782246,0.478082322,0.213135432,3,5
UKPARL.2025.DEN,Derby North,23.09675189,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.310245565,0.509663964,0.180090471,3,5
UKPARL.2025.LUN,Luton North,23.08832584,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.252416263,0.582574785,0.165008953,3,5
UKPARL.2025.GAR,Gillingham and Rainham,23.00294566,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.402092792,0.383873419,0.214033789,3,5
UKPARL.2025.BED,Bedford,22.92099868,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.339449958,0.475171831,0.185378211,3,5
UKPARL.2025.SWG,Southgate and Wood Green,22.90661815,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.274125594,0.525934595,0.199939811,3,5
UKPARL.2025.CAY,Central Ayrshire,22.8786449,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.343579558,0.421934722,0.23448572,3,5
UKPARL.2025.SAU,Stretford and Urmston,22.86149084,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.309823606,0.552593165,0.137583229,3,5
UKPARL.2025.SBT,South Basildon and East Thurrock,22.7901284,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.336029427,0.48741155,0.176559023,3,5
UKPARL.2025.WYF,Wyre Forest,22.78401023,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.354256548,0.428606688,0.217136764,3,5
UKPARL.2025.SCN,Streatham and Croydon North,22.78348449,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.12215706,0.809205014,0.068637925,3,5
UKPARL.2025.BRD,Bridlington and The Wolds,22.73967134,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.40368885,0.421688659,0.174622491,3,5
UKPARL.2025.MOR,Morecambe and Lunesdale,22.60143613,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.444028598,0.355282128,0.200689274,3,5
UKPARL.2025.SLO,Slough,22.57610387,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.168454461,0.7518501,0.079695439,3,5
UKPARL.2025.LNE,Leeds North East,22.54036112,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.515202673,0.221207329,0.263589999,3,5
UKPARL.2025.CRE,Croydon East,22.51299542,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.376647711,0.360536759,0.26281553,3,5
UKPARL.2025.CNW,Coventry North West,22.509102,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.314900869,0.498906854,0.186192277,3,5
UKPARL.2025.THK,Thurrock,22.50328256,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.282960475,0.584465076,0.132574448,3,5
UKPARL.2025.RAS,Rochester and Strood,22.27044078,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.277584077,0.62414329,0.098272633,3,5
UKPARL.2025.IWW,Isle of Wight West,22.23780749,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.216357456,0.669338621,0.114303923,3,5
UKPARL.2025.SWN,South West Norfolk,22.23576297,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.177867177,0.721841701,0.100291122,3,5
UKPARL.2025.CAR,Carlisle,22.15249197,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.36100959,0.48549072,0.15349969,3,5
UKPARL.2025.EBN,Eastbourne,22.14463765,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.284726975,0.532671454,0.182601571,3,5
UKPARL.2025.DNE,Doncaster East and the Isle of Axholme,22.08269337,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.401019632,0.38801718,0.210963188,3,5
UKPARL.2025.SPV,Spen Valley,22.08013143,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.381666839,0.460311346,0.158021815,3,5
UKPARL.2025.ILS,Ilford South,21.96555602,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.121275988,0.780485484,0.098238527,3,5
UKPARL.2025.CSO,Coventry South,21.94515265,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.306581644,0.564205403,0.129212953,3,5
UKPARL.2025.ECA,Ealing Central and Acton,21.93587599,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.249890716,0.641631872,0.108477412,3,5
UKPARL.2025.HAC,Hammersmith and Chiswick,21.90927905,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.298669018,0.55857157,0.142759412,3,5
UKPARL.2025.SDS,South Dorset,21.88306066,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.353483177,0.495662233,0.15085459,3,5
UKPARL.2025.HAZ,Hazel Grove,21.77639867,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.400349769,0.4388533,0.160796931,3,5
UKPARL.2025.BHW,Bournemouth West,21.77573711,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.31402571,0.592331139,0.093643151,3,5
UKPARL.2025.GRV,Gravesham,21.76374324,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.376616576,0.423615332,0.199768092,3,5
UKPARL.2025.TAV,Torridge and Tavistock,21.76161176,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.167271918,0.788715013,0.044013069,3,5
UKPARL.2025.RDC,Redditch,21.73945411,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.421655339,0.33599189,0.242352771,3,5
UKPARL.2025.EAC,Eltham and Chislehurst,21.71819789,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.355709148,0.493179176,0.151111676,3,5
UKPARL.2025.SEC,South East Cornwall,21.57972686,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.217646668,0.689242102,0.093111229,3,5
UKPARL.2025.MSP,Mid and South Pembrokeshire,21.56150976,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.292779878,0.570962067,0.136258054,3,5
UKPARL.2025.LAW,Leyton and Wanstead,21.48000204,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.290285584,0.627080974,0.082633442,3,5
UKPARL.2025.BHE,Bournemouth East,21.47393312,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.35802819,0.47458913,0.16738268,3,5
UKPARL.2025.CFP,Cardiff South and Penarth,21.45509458,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.378079578,0.428533794,0.193386628,3,5
UKPARL.2025.BWE,Brent West,21.38803069,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.195047351,0.76448588,0.040466769,3,5
UKPARL.2025.TYN,Tynemouth,21.25671241,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.532735444,0.226782285,0.240482271,3,5
UKPARL.2025.BNW,Bristol North West,21.23960246,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.461401584,0.307810037,0.230788379,3,5
UKPARL.2025.BRL,Bognor Regis and Littlehampton,21.18346473,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.306543971,0.567250874,0.126205155,3,5
UKPARL.2025.NRN,Norwich North,21.14625337,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.442590765,0.327329293,0.230079942,3,5
UKPARL.2025.AAG,Alloa and Grangemouth,21.1426064,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.388279842,0.432579066,0.179141092,3,5
UKPARL.2025.BAC,Blaydon and Consett,21.13787889,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.256460237,0.641504503,0.10203526,3,5
UKPARL.2025.NNF,North Norfolk,20.99694332,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.084479224,0.90317629,0.012344486,3,5
UKPARL.2025.SOP,Southport,20.87189671,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.371495691,0.504277413,0.124226895,3,5
UKPARL.2025.BLW,Bolton West,20.81320509,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.447722899,0.372220852,0.180056249,3,5
UKPARL.2025.LWW,Lewisham West and East Dulwich,20.80324236,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.176141579,0.794640176,0.029218245,3,5
UKPARL.2025.ABV,Amber Valley,20.77951805,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.342257397,0.516532628,0.141209975,3,5
UKPARL.2025.WBR,Wellingborough and Rushden,20.72855913,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.412224956,0.444871532,0.142903512,3,6
UKPARL.2025.ERW,Erewash,20.71555838,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.442155521,0.401417943,0.156426536,3,6
UKPARL.2025.NPI,Newport West and Islwyn,20.69671051,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.323179072,0.553981914,0.122839014,3,6
UKPARL.2025.KAB,Kensington and Bayswater,20.67278694,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.459023975,0.368303241,0.172672784,3,6
UKPARL.2025.BAI,Brentford and Isleworth,20.59103599,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.258637373,0.663427982,0.077934645,3,6
UKPARL.2025.WOR,Worcester,20.55670792,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.47546976,0.348985398,0.175544842,3,6
UKPARL.2025.CKY,Cowdenbeath and Kirkcaldy,20.51291732,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.431978074,0.372057788,0.195964139,3,6
UKPARL.2025.GNB,Gainsborough,20.50873368,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.430441009,0.399374915,0.170184076,3,6
UKPARL.2025.FLK,Falkirk,20.49083587,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.409426485,0.44319698,0.147376536,3,6
UKPARL.2025.CKC,Cannock Chase,20.45915397,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.363053532,0.53580715,0.101139318,3,6
UKPARL.2025.NDV,North Devon,20.40327974,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.363703742,0.522754645,0.113541613,3,6
UKPARL.2025.CRK,Cramlington and Killingworth,20.40104463,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.379346701,0.513150711,0.107502589,3,6
UKPARL.2025.HBS,Herne Bay and Sandwich,20.32026262,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.337858612,0.567350117,0.094791272,3,6
UKPARL.2025.WRE,Wrexham,20.28741525,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.467211136,0.412355166,0.120433698,3,6
UKPARL.2025.SCE,Sheffield Central,20.26509279,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.334550702,0.528499067,0.136950232,3,6
UKPARL.2025.COR,Corby and East Northamptonshire,20.21199097,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.454935067,0.403661418,0.141403515,3,6
UKPARL.2025.BAU,Burton and Uttoxeter,20.19756625,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.399168725,0.410319976,0.190511299,3,6
UKPARL.2025.SWF,Sherwood Forest,20.15680857,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.331548947,0.540659629,0.127791424,3,6
UKPARL.2025.CWN,Crewe and Nantwich,20.08975508,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.466346371,0.326277194,0.207376435,3,6
UKPARL.2025.CAV,Calder Valley,20.05633346,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.351168199,0.546809709,0.102022092,3,6
UKPARL.2025.NWB,North Warwickshire and Bedworth,20.03444512,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.355887428,0.556530817,0.087581755,3,6
UKPARL.2025.ABF,Arbroath and Broughty Ferry,19.94091103,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.538911894,0.294833671,0.166254435,3,6
UKPARL.2025.MSE,Meriden and Solihull East,19.90602088,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.480255827,0.326169808,0.193574365,3,6
UKPARL.2025.WLA,West Lancashire,19.87987984,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.482186751,0.33576419,0.182049059,3,6
UKPARL.2025.CAN,Caerfyrddin,19.8647078,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.202480216,0.797519784,0,3,6
UKPARL.2025.YNM,Ynys Môn,19.77929442,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.284425282,0.601958797,0.113615922,3,6
UKPARL.2025.MAG,Montgomeryshire and Glynd?r,19.70954362,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.306778205,0.615581281,0.077640514,3,6
UKPARL.2025.MCH,Mid Cheshire,19.70204093,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.48526878,0.375516885,0.139214335,3,6
UKPARL.2025.DAG,Dumfries and Galloway,19.70129901,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.336758422,0.570406439,0.092835139,3,6
UKPARL.2025.DFD,Dartford,19.67773259,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.37560239,0.498308181,0.126089429,3,6
UKPARL.2025.NHS,Northampton South,19.64924242,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.458550271,0.398787846,0.142661883,3,6
UKPARL.2025.SNS,Swindon South,19.64707637,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.482943529,0.338404569,0.178651901,3,6
UKPARL.2025.FAV,Faversham and Mid Kent,19.50981057,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.463742823,0.391089649,0.145167528,3,6
UKPARL.2025.TIV,Tiverton and Minehead,19.43113659,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.298290877,0.701709123,0,3,6
UKPARL.2025.NWC,North West Cambridgeshire,19.38318128,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.391146097,0.494767836,0.114086067,3,6
UKPARL.2025.NUL,Newcastle-under-Lyme,19.34546614,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.446028967,0.4538931,0.100077933,3,6
UKPARL.2025.HRS,Hereford and South Herefordshire,19.31590877,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.250603957,0.669577805,0.079818238,3,6
UKPARL.2025.COL,Colchester,19.28639402,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.37135438,0.529761954,0.098883666,3,6
UKPARL.2025.SHY,Shipley,19.2762223,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.474079196,0.388125202,0.137795602,3,6
UKPARL.2025.HEN,Hendon,19.2748543,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.358926483,0.614911255,0.026162263,3,6
UKPARL.2025.EEM,Edinburgh East and Musselburgh,19.09401885,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.495140928,0.378640634,0.126218438,3,6
UKPARL.2025.LVG,Livingston,19.09116035,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.453299787,0.434602866,0.112097347,3,6
UKPARL.2025.MAM,Mitcham and Morden,19.02199716,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.374486873,0.602988583,0.022524544,3,6
