parl25,constituency-name,parl25-deprivation-score,label,desc,low-deprivation,medium-deprivation,high-deprivation,parl25-imd-pop-quintile,parl25-imd-pop-decile
UKPARL.2025.NNU,North Northumberland,19.00741568,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.352697095,0.615187141,0.032115763,3,6
UKPARL.2025.VOG,Vale of Glamorgan,18.99503581,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.530617586,0.298606531,0.170775883,3,6
UKPARL.2025.CKH,Cumbernauld and Kirkintilloch,18.98079592,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.423438239,0.478434694,0.098127068,3,6
UKPARL.2025.HLW,Harlow,18.98029162,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.326424915,0.673575085,0,3,6
UKPARL.2025.TMW,Tamworth,18.97998556,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.400894083,0.466727475,0.132378442,3,6
UKPARL.2025.CRA,Crawley,18.9668022,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.280271153,0.704632191,0.015096656,3,6
UKPARL.2025.SDV,South Devon,18.92131707,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.345520832,0.60827842,0.046200748,3,6
UKPARL.2025.LAN,Lancaster and Wyre,18.85129834,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.490628345,0.411655996,0.097715659,3,6
UKPARL.2025.YEO,Yeovil,18.83897348,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.351871678,0.55279509,0.095333231,3,6
UKPARL.2025.PAS,Penistone and Stocksbridge,18.83639526,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.539327221,0.326767791,0.133904988,3,6
UKPARL.2025.HFB,Hornsey and Friern Barnet,18.80721636,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.389680711,0.535656682,0.074662607,3,6
UKPARL.2025.KET,Kettering,18.803501,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.520972506,0.369334242,0.109693252,3,6
UKPARL.2025.BSC,Bristol Central,18.75398744,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.4638311,0.375651881,0.160517019,3,6
UKPARL.2025.MID,Midlothian,18.74626192,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.416396279,0.506402769,0.077200952,3,6
UKPARL.2025.DHM,City of Durham,18.74230965,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.497847814,0.375708928,0.126443258,3,6
UKPARL.2025.BAL,Bathgate and Linlithgow,18.60932459,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.504393172,0.401682491,0.093924337,3,6
UKPARL.2025.CSR,"Caithness, Sutherland and Easter Ross",18.60689475,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.378777097,0.543811824,0.077411078,3,6
UKPARL.2025.GOS,Gosport,18.55886677,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.480843936,0.377248832,0.141907232,3,6
UKPARL.2025.SVG,Stevenage,18.54521097,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.290682889,0.671393549,0.037923563,3,6
UKPARL.2025.BRC,"Brecon, Radnor and Cwm Tawe",18.47665833,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.375537158,0.611843036,0.012619807,3,6
UKPARL.2025.CDP,Ceredigion Preseli,18.4328164,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.227096842,0.760217528,0.012685631,3,6
UKPARL.2025.BEX,Bexhill and Battle,18.30970849,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.410648038,0.516157034,0.073194928,3,6
UKPARL.2025.SNN,Swindon North,18.30387762,3rd IMD quintile,Constituencies in middle deprivation quintile (20%),0.625689583,0.231288491,0.143021926,3,6
UKPARL.2025.CWG,Chingford and Woodford Green,18.22534646,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.406652431,0.537606767,0.055740802,4,7
UKPARL.2025.WRK,The Wrekin,18.20416752,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.452156138,0.47347842,0.074365442,4,7
UKPARL.2025.DMD,Dwyfor Meirionnydd,18.2006393,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.307467714,0.645627392,0.046904895,4,7
UKPARL.2025.ASH,Ashford,18.18578718,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.472815971,0.396870065,0.130313964,4,7
UKPARL.2025.OXE,Oxford East,18.13859992,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.430912439,0.462502198,0.106585364,4,7
UKPARL.2025.NSO,North Shropshire,18.13613029,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.382541493,0.566506725,0.050951782,4,7
UKPARL.2025.TAW,Taunton and Wellington,18.13199252,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.393455297,0.486996293,0.11954841,4,7
UKPARL.2025.HWC,Harwich and North Essex,18.08441105,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.459522837,0.443223606,0.097253557,4,7
UKPARL.2025.MNF,Mid Norfolk,18.07776084,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.352344325,0.603909255,0.04374642,4,7
UKPARL.2025.NHR,North Herefordshire,18.07067103,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.383856665,0.568023004,0.048120331,4,7
UKPARL.2025.CRL,Chorley,18.06188422,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.508788049,0.358635407,0.132576543,4,7
UKPARL.2025.PEN,Penrith and Solway,18.04475752,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.414830209,0.536840248,0.048329543,4,7
UKPARL.2025.TRF,Truro and Falmouth,18.04079562,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.361658772,0.554826527,0.083514701,4,7
UKPARL.2025.HAP,Hove and Portslade,18.01142584,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.431918924,0.496716378,0.071364698,4,7
UKPARL.2025.BPV,Brighton Pavilion,17.91430794,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.555434557,0.336073083,0.10849236,4,7
UKPARL.2025.NED,North East Derbyshire,17.89001703,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.473431907,0.407150162,0.119417931,4,7
UKPARL.2025.CAF,Chelsea and Fulham,17.84827219,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.425725926,0.502496296,0.071777778,4,7
UKPARL.2025.ABH,Aldridge-Brownhills,17.83661867,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.530663552,0.346197244,0.123139203,4,7
UKPARL.2025.ISW,"Inverness, Skye and West Ross-shire",17.80596767,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.479947308,0.425180226,0.094872466,4,7
UKPARL.2025.FOD,Forest of Dean,17.7827564,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.369434285,0.614194354,0.016371362,4,7
UKPARL.2025.SSO,South Shropshire,17.7672236,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.326362659,0.661804596,0.011832745,4,7
UKPARL.2025.MKC,Milton Keynes Central,17.72139615,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.580000737,0.304069832,0.115929432,4,7
UKPARL.2025.BGN,Bridgend,17.70174419,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.571686848,0.350109317,0.078203835,4,7
UKPARL.2025.BGA,Bangor Aberconwy,17.62218214,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.341050839,0.615239424,0.043709737,4,7
UKPARL.2025.RDG,Reading Central,17.49536364,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.389969057,0.581803907,0.028227036,4,7
UKPARL.2025.BXB,Broxbourne,17.42560145,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.44403474,0.518595815,0.037369446,4,7
UKPARL.2025.CLE,Clwyd East,17.37935044,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.428815876,0.519422389,0.051761735,4,7
UKPARL.2025.CPT,Castle Point,17.35888935,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.487786895,0.425841856,0.086371249,4,7
UKPARL.2025.WSF,West Suffolk,17.29512377,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.353665724,0.646334276,0,4,7
UKPARL.2025.BXC,Bexleyheath and Crayford,17.25273911,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.538881286,0.385387157,0.075731557,4,7
UKPARL.2025.WRH,Worthing West,17.21889959,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.482961871,0.435132314,0.081905814,4,7
UKPARL.2025.CAW,Carshalton and Wallington,17.19403215,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.511578889,0.430189237,0.058231874,4,7
UKPARL.2025.NHI,Na h-Eileanan an Iar,17.18656995,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.234318862,0.765681138,0,4,7
UKPARL.2025.WAV,Waveney Valley,17.16835274,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.287898691,0.712101309,0,4,7
UKPARL.2025.ABM,Aberdeenshire North and Moray East,17.1249767,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.440262599,0.497527418,0.062209984,4,7
UKPARL.2025.CHN,Chester North and Neston,17.09540581,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.550686502,0.339524312,0.109789186,4,7
UKPARL.2025.AAD,Alyn and Deeside,17.09360675,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.539851212,0.354592479,0.105556309,4,7
UKPARL.2025.ABL,"Argyll, Bute and South Lochaber",17.09347783,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.433456013,0.493475656,0.07306833,4,7
UKPARL.2025.ABN,Aberdeen North,17.0281577,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.509222619,0.392445851,0.09833153,4,7
UKPARL.2025.BAT,Battersea,17.01959165,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.495028834,0.476051132,0.028920034,4,7
UKPARL.2025.ILN,Ilford North,17.01959089,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.454256354,0.516410087,0.029333558,4,7
UKPARL.2025.HAU,Hornchurch and Upminster,16.92753609,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.563904668,0.333789129,0.102306203,4,7
UKPARL.2025.SWL,Southend West and Leigh,16.88973182,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.512500719,0.391682804,0.095816477,4,7
UKPARL.2025.CLW,Cities of London and Westminster,16.8842964,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.492864395,0.449782681,0.057352924,4,7
UKPARL.2025.NTA,Newton Abbot,16.87588539,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.485248264,0.494989571,0.019762166,4,7
UKPARL.2025.BRS,"Berwickshire, Roxburgh and Selkirk",16.86722396,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.538129017,0.404362364,0.05750862,4,7
UKPARL.2025.COV,Colne Valley,16.76838213,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.553310422,0.37954109,0.067148489,4,7
UKPARL.2025.SHD,South Holland and The Deepings,16.74656559,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.385055259,0.614944741,0,4,7
UKPARL.2025.TOO,Tooting,16.74039787,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.387188041,0.581284574,0.031527385,4,7
UKPARL.2025.EXT,Exeter,16.70705438,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.50267197,0.392928479,0.104399551,4,7
UKPARL.2025.BUC,Buckingham and Bletchley,16.62121046,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.602267582,0.304312237,0.093420182,4,7
UKPARL.2025.HEX,Hexham,16.47219915,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.516627056,0.376705279,0.106667665,4,7
UKPARL.2025.NCN,Newcastle upon Tyne North,16.46543749,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.581954207,0.296559378,0.121486414,4,7
UKPARL.2025.EWS,East Worthing and Shoreham,16.41525235,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.515910772,0.456245378,0.027843851,4,7
UKPARL.2025.HAW,Harrow West,16.41059946,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.490461294,0.509538706,0,4,7
UKPARL.2025.DCT,"Dumfriesshire, Clydesdale and Tweeddale",16.35072676,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.489267587,0.483998206,0.026734207,4,7
UKPARL.2025.HAE,Harrow East,16.32388674,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.448185276,0.536931086,0.014883638,4,7
UKPARL.2025.BIM,Brigg and Immingham,16.31105277,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.566256489,0.378741899,0.055001612,4,7
UKPARL.2025.CDV,Central Devon,16.26959981,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.352126175,0.647873825,0,4,7
UKPARL.2025.DAE,Droitwich and Evesham,16.21768297,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.505080597,0.446470665,0.048448738,4,7
UKPARL.2025.GWR,Gower,16.15821016,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.593476149,0.300270727,0.106253125,4,7
UKPARL.2025.ODB,Ossett and Denby Dale,16.14814046,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.598190661,0.347354086,0.054455253,4,7
UKPARL.2025.PLE,Poole,16.13027029,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.549554186,0.410525378,0.039920436,4,7
UKPARL.2025.DLB,Dunstable and Leighton Buzzard,16.10724434,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.566955437,0.393581285,0.039463277,4,7
UKPARL.2025.GAS,Glastonbury and Somerton,16.09566406,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.456154561,0.527829975,0.016015465,4,7
UKPARL.2025.SHR,Shrewsbury,16.08817486,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.494813011,0.419106729,0.08608026,4,7
UKPARL.2025.ORP,Orpington,16.08082337,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.610485809,0.258815437,0.130698755,4,7
UKPARL.2025.HML,Hemel Hempstead,16.06303498,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.439421022,0.546939965,0.013639013,4,8
UKPARL.2025.SUT,Sutton Coldfield,16.00432077,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.675238199,0.233449753,0.091312048,4,8
UKPARL.2025.RMF,Romford,15.99927027,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.447946917,0.552053083,0,4,8
UKPARL.2025.SFC,Suffolk Coastal,15.94313225,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.453589165,0.513174264,0.03323657,4,8
UKPARL.2025.WAS,Warrington South,15.93172999,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.651972135,0.246101369,0.101926495,4,8
UKPARL.2025.ENL,Edinburgh North and Leith,15.91072531,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.588312042,0.290646111,0.121041847,4,8
UKPARL.2025.SWW,South West Wiltshire,15.90556585,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.522600403,0.436724686,0.040674911,4,8
UKPARL.2025.PUT,Putney,15.89194595,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.512324068,0.470790013,0.016885918,4,8
UKPARL.2025.WDS,West Dorset,15.87805445,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.428758077,0.556859846,0.014382077,4,8
UKPARL.2025.MKN,Milton Keynes North,15.83305054,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.548028553,0.368132742,0.083838705,4,8
UKPARL.2025.WKT,Weald of Kent,15.79087066,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.409051098,0.578013263,0.012935639,4,8
UKPARL.2025.NWK,Newark,15.78861235,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.583680784,0.319225002,0.097094214,4,8
UKPARL.2025.DFR,Dunfermline and Dollar,15.77100475,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.570273794,0.330749173,0.098977033,4,8
UKPARL.2025.STM,Staffordshire Moorlands,15.66847601,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.577494741,0.386673374,0.035831885,4,8
UKPARL.2025.CTB,Canterbury,15.65174425,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.629183412,0.27164531,0.099171278,4,8
UKPARL.2025.LOE,Lothian East,15.64738778,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.607157984,0.343127912,0.049714104,4,8
UKPARL.2025.HPK,High Peak,15.62222436,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.571331448,0.382783329,0.045885222,4,8
UKPARL.2025.HAH,Hampstead and Highgate,15.61070981,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.566922545,0.381504299,0.051573156,4,8
UKPARL.2025.BAN,Banbury,15.60694286,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.632487102,0.287143076,0.080369822,4,8
UKPARL.2025.UXB,Uxbridge and South Ruislip,15.6014245,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.553218453,0.433938645,0.012842902,4,8
UKPARL.2025.WWR,West Worcestershire,15.57696697,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.527043183,0.43788519,0.035071627,4,8
UKPARL.2025.EKS,East Kilbride and Strathaven,15.55824759,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.482094475,0.495570552,0.022334974,4,8
UKPARL.2025.CBG,Cambridge,15.51873871,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.605430478,0.35405938,0.040510141,4,8
UKPARL.2025.TAM,Thirsk and Malton,15.43221103,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.428747157,0.556657652,0.014595191,4,8
UKPARL.2025.GED,Gedling,15.37884112,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.547287368,0.426595349,0.026117283,4,8
UKPARL.2025.WAT,Watford,15.33033553,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.495076757,0.486488276,0.018434967,4,8
UKPARL.2025.YOC,York Central,15.29771674,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.614662949,0.318153567,0.067183484,4,8
UKPARL.2025.APG,Angus and Perthshire Glens,15.28406409,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.549847118,0.425087943,0.025064939,4,8
UKPARL.2025.BEV,Beverley and Holderness,15.27290544,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.608702903,0.327403916,0.063893182,4,8
UKPARL.2025.MDS,Maidstone and Malling,15.26853278,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.545879777,0.400332947,0.053787276,4,8
UKPARL.2025.GAB,Grantham and Bourne,15.1819798,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.60013285,0.35397458,0.04589257,4,8
UKPARL.2025.MMS,Monmouthshire,15.17964529,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.546558833,0.453441167,0,4,8
UKPARL.2025.WIR,Wirral West,15.06400625,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.672141789,0.234725391,0.093132819,4,8
UKPARL.2025.FYL,Fylde,15.05102853,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.598740012,0.343843475,0.057416513,4,8
UKPARL.2025.CCH,Chichester,15.04588535,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.452258178,0.535930416,0.011811407,4,8
UKPARL.2025.STF,Stafford,15.02587203,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.613437411,0.327107628,0.059454961,4,8
UKPARL.2025.BSK,Basingstoke,15.00666754,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.551125373,0.432540902,0.016333725,4,8
UKPARL.2025.SPL,Spelthorne,14.9954681,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.557710028,0.442289972,0,4,8
UKPARL.2025.FGG,Finchley and Golders Green,14.96800067,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.626097606,0.352394322,0.021508072,4,8
UKPARL.2025.EPF,Epping Forest,14.9217839,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.562669437,0.420243396,0.017087167,4,8
UKPARL.2025.STG,Stirling and Strathallan,14.91141041,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.698745049,0.19270888,0.108546071,4,8
UKPARL.2025.SDE,South Derbyshire,14.88990516,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.55951661,0.383964904,0.056518486,4,8
UKPARL.2025.ESW,Edinburgh South West,14.84797863,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.651171154,0.246833369,0.101995477,4,8
UKPARL.2025.FES,Frome and East Somerset,14.70395272,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.550224783,0.434733201,0.015042016,4,8
UKPARL.2025.LBO,Loughborough,14.6700012,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.62138475,0.349673775,0.028941474,4,8
UKPARL.2025.WHT,Welwyn Hatfield,14.63840137,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.547545413,0.452454587,0,4,8
UKPARL.2025.BXT,Broxtowe,14.61604591,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.576397098,0.358700526,0.064902376,4,8
UKPARL.2025.AHT,Aldershot,14.60912429,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.592280664,0.360137328,0.047582008,4,8
UKPARL.2025.SEF,Sefton Central,14.54893711,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.638152075,0.304683753,0.057164171,4,8
UKPARL.2025.NWL,North West Leicestershire,14.53677013,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.657296681,0.308527637,0.034175682,4,8
UKPARL.2025.BTR,Braintree,14.42820305,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.594934313,0.376717904,0.028347783,4,8
UKPARL.2025.LWS,Lewes,14.4217389,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.585514622,0.384118847,0.030366531,4,8
UKPARL.2025.RUG,Rugby,14.41847975,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.515521199,0.467613024,0.016865777,4,8
UKPARL.2025.CRS,Croydon South,14.39334497,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.608242573,0.347118295,0.044639132,4,8
UKPARL.2025.PHK,Perth and Kinross-shire,14.30633419,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.68435822,0.257980087,0.057661693,4,8
UKPARL.2025.SRI,South Ribble,14.30533669,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.639787431,0.32073254,0.039480029,4,8
UKPARL.2025.HKB,Hinckley and Bosworth,14.25685057,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.621424199,0.365374413,0.013201387,4,8
UKPARL.2025.SSF,South Suffolk,14.24989872,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.568082055,0.431917945,0,4,8
UKPARL.2025.NEF,North East Fife,14.13090723,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.67198915,0.268549058,0.059461792,4,8
UKPARL.2025.BAF,Broadland and Fakenham,14.10416688,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.559133409,0.440866591,0,4,8
UKPARL.2025.SAL,Salisbury,14.01663233,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.574305594,0.425694406,0,4,8
UKPARL.2025.SBY,Selby,14.00480263,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.620565232,0.365308934,0.014125834,4,8
UKPARL.2025.BAP,Beckenham and Penge,13.99454852,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.625620637,0.327705616,0.046673747,4,8
UKPARL.2025.CSI,Central Suffolk and North Ipswich,13.98823229,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.66792482,0.252830844,0.079244336,4,8
UKPARL.2025.WYC,Wycombe,13.95526353,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.555581009,0.444418991,0,4,8
UKPARL.2025.MNS,"Moray West, Nairn and Strathspey",13.9092207,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.638196783,0.345632248,0.016170969,4,8
UKPARL.2025.WAL,Westmorland and Lonsdale,13.79797229,4th IMD quintile,Constituencies in second least deprived quintile (20%),0.610515475,0.389484525,0,4,8
UKPARL.2025.CNM,Cheltenham,13.79453599,5th IMD quintile,Constituencies in least deprived quintile (20%),0.638427391,0.274579596,0.086993013,5,9
UKPARL.2025.CFN,Cardiff North,13.77855381,5th IMD quintile,Constituencies in least deprived quintile (20%),0.710169627,0.21369852,0.076131852,5,9
UKPARL.2025.NDS,North Dorset,13.75359819,5th IMD quintile,Constituencies in least deprived quintile (20%),0.453038208,0.546961792,0,5,9
UKPARL.2025.NFE,New Forest East,13.69708133,5th IMD quintile,Constituencies in least deprived quintile (20%),0.61936014,0.347227558,0.033412302,5,9
UKPARL.2025.SGW,"Stone, Great Wyrley and Penkridge",13.61122626,5th IMD quintile,Constituencies in least deprived quintile (20%),0.648602941,0.351397059,0,5,9
UKPARL.2025.HMR,Hertsmere,13.58622126,5th IMD quintile,Constituencies in least deprived quintile (20%),0.603696933,0.381336214,0.014966853,5,9
UKPARL.2025.BES,Bury St Edmunds and Stowmarket,13.57412944,5th IMD quintile,Constituencies in least deprived quintile (20%),0.619130595,0.365177707,0.015691698,5,9
UKPARL.2025.CPB,Chipping Barnet,13.55713275,5th IMD quintile,Constituencies in least deprived quintile (20%),0.667915077,0.307243148,0.024841776,5,9
UKPARL.2025.OAS,Orkney and Shetland,13.55301928,5th IMD quintile,Constituencies in least deprived quintile (20%),0.689046249,0.310953751,0,5,9
UKPARL.2025.MAL,Maldon,13.54478011,5th IMD quintile,Constituencies in least deprived quintile (20%),0.63661785,0.36338215,0,5,9
UKPARL.2025.WTM,Witham,13.37645498,5th IMD quintile,Constituencies in least deprived quintile (20%),0.599416713,0.400583287,0,5,9
UKPARL.2025.EXM,Exmouth and Exeter East,13.35958431,5th IMD quintile,Constituencies in least deprived quintile (20%),0.619231077,0.361305688,0.019463235,5,9
UKPARL.2025.WEL,Wells and Mendip Hills,13.35172853,5th IMD quintile,Constituencies in least deprived quintile (20%),0.708118463,0.291881537,0,5,9
UKPARL.2025.LNW,Leeds North West,13.35150875,5th IMD quintile,Constituencies in least deprived quintile (20%),0.757490142,0.135960811,0.106549047,5,9
UKPARL.2025.AYS,Aylesbury,13.19709878,5th IMD quintile,Constituencies in least deprived quintile (20%),0.64624491,0.342487721,0.011267369,5,9
UKPARL.2025.MKM,Melksham and Devizes,13.16254232,5th IMD quintile,Constituencies in least deprived quintile (20%),0.672853608,0.296404433,0.030741959,5,9
UKPARL.2025.WKL,Warwick and Leamington,13.14123082,5th IMD quintile,Constituencies in least deprived quintile (20%),0.665386298,0.32197798,0.012635722,5,9
UKPARL.2025.MAC,Macclesfield,13.04851019,5th IMD quintile,Constituencies in least deprived quintile (20%),0.662688389,0.305380147,0.031931464,5,9
UKPARL.2025.CPM,Chippenham,13.03299804,5th IMD quintile,Constituencies in least deprived quintile (20%),0.650765531,0.337140369,0.0120941,5,9
UKPARL.2025.RSO,Romsey and Southampton North,13.0058076,5th IMD quintile,Constituencies in least deprived quintile (20%),0.724016282,0.232863894,0.043119824,5,9
UKPARL.2025.DAV,Daventry,12.96313508,5th IMD quintile,Constituencies in least deprived quintile (20%),0.754708085,0.213812231,0.031479684,5,9
UKPARL.2025.SKW,Stockton West,12.94803919,5th IMD quintile,Constituencies in least deprived quintile (20%),0.687771241,0.278852996,0.033375763,5,9
UKPARL.2025.MAS,Melton and Syston,12.89878663,5th IMD quintile,Constituencies in least deprived quintile (20%),0.652518069,0.347481931,0,5,9
UKPARL.2025.ABS,Aberdeen South,12.84540968,5th IMD quintile,Constituencies in least deprived quintile (20%),0.62934095,0.31405618,0.05660287,5,9
UKPARL.2025.RDW,Reading West and Mid Berkshire,12.83625061,5th IMD quintile,Constituencies in least deprived quintile (20%),0.71332891,0.254025421,0.032645668,5,9
